symbol,Name,MarketCap,IPOyear,Sector,Industry,,,,,
ALL^H,Allstate Corporation (The),n/a,n/a,n/a,n/a,,,,,
ALL^I,Allstate Corporation (The),n/a,n/a,n/a,n/a,,,,,
ALLY,Ally Financial Inc.,$11.08B,2014,Finance,Major Banks,,,,,
ALLY^A,Ally Financial Inc.,n/a,n/a,n/a,n/a,,,,,
AAU,"Almaden Minerals, Ltd.",$122.96M,2015,Basic Industries,Precious Metals,,,,,
ALNY,"Alnylam Pharmaceuticals, Inc.",$15.09B,2004,Health Care,Major Pharmaceuticals,,,,,
AOSL,Alpha and Omega Semiconductor Limited,$633.11M,2010,Technology,Semiconductors,,,,,
AHAC,Alpha Healthcare Acquisition Corp.,n/a,2020,Finance,Business Services,,,,,
AHACU,Alpha Healthcare Acquisition Corp.,n/a,2020,Finance,Business Services,,,,,
AHACW,Alpha Healthcare Acquisition Corp.,n/a,2020,Finance,Business Services,,,,,
APT,"Alpha Pro Tech, Ltd.",$171.62M,n/a,Health Care,Industrial Specialties,,,,,
GOOG,Alphabet Inc.,$1191.01B,2004,Technology,"Computer Software: Programming, Data Processing",,,,,
GOOGL,Alphabet Inc.,$1186.72B,n/a,Technology,"Computer Software: Programming, Data Processing",,,,,
SMCP,AlphaMark Actively Managed Small Cap ETF,n/a,n/a,n/a,n/a,,,,,
ATEC,"Alphatec Holdings, Inc.",$823.47M,2006,Health Care,Medical/Dental Instruments,,,,,
ALPN,"Alpine Immune Sciences, Inc.",$232.32M,2015,Health Care,Major Pharmaceuticals,,,,,
PINE,"Alpine Income Property Trust, Inc.",$119.41M,2019,Consumer Services,Real Estate Investment Trusts,,,,,
ALTG,Alta Equipment Group Inc.,$271.97M,2019,Capital Goods,Industrial Machinery/Components,,,,,
ALTG.WS,Alta Equipment Group Inc.,n/a,n/a,n/a,n/a,,,,,
ALTA,Altabancorp,$515.21M,2015,Finance,Major Banks,,,,,
ALTR,Altair Engineering Inc.,$3.97B,2017,Technology,Computer Software: Prepackaged Software,,,,,
ALIN^A,Altera Infrastructure L.P.,n/a,n/a,n/a,n/a,,,,,
ALIN^B,Altera Infrastructure L.P.,n/a,n/a,n/a,n/a,,,,,
ALIN^E,Altera Infrastructure L.P.,n/a,n/a,n/a,n/a,,,,,
ATHE,Alterity Therapeutics Limited,$51.45M,n/a,Health Care,Major Pharmaceuticals,,,,,
AYX,"Alteryx, Inc.",$7.98B,2017,Technology,Computer Software: Prepackaged Software,,,,,
ATUS,"Altice USA, Inc.",$18.94B,2017,Consumer Services,Television Services,,,,,
ATAC.U,Altimar Acquisition Corporation,n/a,2020,n/a,n/a,,,,,
AGCUU,Altimeter Growth Corp.,n/a,2020,Finance,Business Services,,,,,
ALT,"Altimmune, Inc.",$404.46M,n/a,Health Care,Major Pharmaceuticals,,,,,
AAMC,Altisource Asset Management Corp,$38.04M,n/a,Finance,Real Estate,,,,,
ASPS,Altisource Portfolio Solutions S.A.,$206.26M,n/a,Consumer Services,Other Consumer Services,,,,,
ALTU,Altitude Acquisition Corp.,n/a,n/a,n/a,n/a,,,,,
ALTUU,Altitude Acquisition Corp.,n/a,n/a,n/a,n/a,,,,,
AIMC,Altra Industrial Motion Corp.,$3.67B,2006,Capital Goods,Industrial Machinery/Components,,,,,
MO,Altria Group,$74.02B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,,,,,
ALTM,Altus Midstream Company,$635.56M,2017,Public Utilities,Natural Gas Distribution,,,,,
ACH,Aluminum Corporation of China Limited,$6.69B,2001,Basic Industries,Aluminum,,,,,
ALUS,Alussa Energy Acquisition Corp.,$356.86M,2020,Finance,Business Services,,,,,
ALUS.U,Alussa Energy Acquisition Corp.,n/a,2019,n/a,n/a,,,,,
ALUS.WS,Alussa Energy Acquisition Corp.,n/a,n/a,n/a,n/a,,,,,
ALXO,ALX Oncology Holdings Inc.,$2.85B,2020,Health Care,Major Pharmaceuticals,,,,,
AMAL,Amalgamated Bank,$394.95M,2018,Consumer Non-Durables,Textiles,,,,,
AMRN,Amarin Corporation plc,$1.93B,n/a,Health Care,Major Pharmaceuticals,,,,,
AMRK,"A-Mark Precious Metals, Inc.",$216.89M,n/a,Basic Industries,Other Specialty Stores,,,,,
AMZN,"Amazon.com, Inc.",$1589.57B,1997,Consumer Services,Catalog/Specialty Distribution,,,,,
AMBC,"Ambac Financial Group, Inc.",$670.65M,n/a,Finance,Property-Casualty Insurers,,,,,
AMBC,"Ambac Financial Group, Inc.",$670.65M,n/a,Finance,Property-Casualty Insurers,,,,,
AMBC.WS,"Ambac Financial Group, Inc.",n/a,n/a,n/a,n/a,,,,,
AMBA,"Ambarella, Inc.",$2.7B,2012,Technology,Semiconductors,,,,,
ABEV,Ambev S.A.,$41.85B,2013,Consumer Non-Durables,Beverages (Production/Distribution),,,,,
AMBO,Ambow Education Holding Ltd.,$57.81M,n/a,Consumer Services,Other Consumer Services,,,,,
AMC,"AMC Entertainment Holdings, Inc.",$586.67M,2013,Consumer Services,Movies/Entertainment,,,,,
AMCX,AMC Networks Inc.,$1.36B,n/a,Consumer Services,Television Services,,,,,
AMCI,AMCI Acquisition Corp.,$265.7M,2018,Miscellaneous,Industrial Machinery/Components,,,,,
AMCIU,AMCI Acquisition Corp.,n/a,2018,Miscellaneous,Industrial Machinery/Components,,,,,
AMCIW,AMCI Acquisition Corp.,n/a,2018,Miscellaneous,Industrial Machinery/Components,,,,,
DIT,AMCON Distributing Company,$50.18M,n/a,Consumer Non-Durables,Food Distributors,,,,,
AMCR,Amcor plc,$17.77B,2019,Consumer Durables,Miscellaneous manufacturing industries,,,,,
DOX,Amdocs Limited,$8.75B,n/a,Technology,EDP Services,,,,,
AMED,Amedisys Inc,$8.03B,n/a,Health Care,Medical/Nursing Services,,,,,
AMTB,Amerant Bancorp Inc.,$625.85M,n/a,Finance,Major Banks,,,,,
AMTBB,Amerant Bancorp Inc.,$522.18M,n/a,Finance,Major Banks,,,,,
UHAL,Amerco,$8.12B,n/a,Consumer Services,Rental/Leasing Companies,,,,,
AEE,Ameren Corporation,$19.23B,n/a,Public Utilities,Power Generation,,,,,
AMRC,"Ameresco, Inc.",$2.13B,2010,Basic Industries,Engineering & Construction,,,,,
AMRH,"Ameri Holdings, Inc.",$11.91M,n/a,Technology,Semiconductors,,,,,
AMRHW,"Ameri Holdings, Inc.",n/a,n/a,Technology,Semiconductors,,,,,
ATAX,"America First Multifamily Investors, L.P.",$249.45M,n/a,Finance,Finance: Consumer Services,,,,,
AMOV,"America Movil, S.A.B. de C.V.",$49.58B,n/a,Public Utilities,Telecommunications Equipment,,,,,
AMOV,"America Movil, S.A.B. de C.V.",$49.58B,n/a,Public Utilities,Telecommunications Equipment,,,,,
AMX,"America Movil, S.A.B. de C.V.",$49.88B,n/a,Public Utilities,Telecommunications Equipment,,,,,
AAL,"American Airlines Group, Inc.",$8.63B,n/a,Transportation,Air Freight/Delivery Services,,,,,
AAT,"American Assets Trust, Inc.",$1.73B,2011,Consumer Services,Real Estate Investment Trusts,,,,,
AXL,"American Axle & Manufacturing Holdings, Inc.",$901.65M,n/a,Capital Goods,Auto Parts:O.E.M.,,,,,
ACC,American Campus Communities Inc,$5.48B,2004,Consumer Services,Real Estate Investment Trusts,,,,,
AEO,"American Eagle Outfitters, Inc.",$2.99B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,,,,,
AEP,"American Electric Power Company, Inc.",$42.14B,n/a,Public Utilities,Electric Utilities: Central,,,,,
AEPPL,"American Electric Power Company, Inc.",n/a,n/a,Public Utilities,Electric Utilities: Central,,,,,
AEPPZ,"American Electric Power Company, Inc.",n/a,n/a,Public Utilities,Electric Utilities: Central,,,,,
AEL,American Equity Investment Life Holding Company,$2.42B,2003,Finance,Life Insurance,,,,,
AEL^A,American Equity Investment Life Holding Company,n/a,n/a,n/a,n/a,,,,,
AEL^B,American Equity Investment Life Holding Company,n/a,n/a,n/a,n/a,,,,,
AXP,American Express Company,$95.49B,n/a,Finance,Finance: Consumer Services,,,,,
AFIN,"American Finance Trust, Inc.",$803.22M,n/a,Consumer Services,Real Estate Investment Trusts,,,,,
AFINP,"American Finance Trust, Inc.",n/a,n/a,Consumer Services,Real Estate Investment Trusts,,,,,
AFG,"American Financial Group, Inc.",$7.76B,n/a,Finance,Property-Casualty Insurers,,,,,
AFGB,"American Financial Group, Inc.",n/a,2019,Finance,Property-Casualty Insurers,,,,,
AFGC,"American Financial Group, Inc.",$26.65M,2019,Finance,Property-Casualty Insurers,,,,,
AFGD,"American Financial Group, Inc.",n/a,2020,Finance,Property-Casualty Insurers,,,,,
AFGE,"American Financial Group, Inc.",n/a,2020,Finance,Property-Casualty Insurers,,,,,
AMH,American Homes 4 Rent,$9.08B,2013,Consumer Services,Real Estate Investment Trusts,,,,,
AMH^D,American Homes 4 Rent,n/a,n/a,n/a,n/a,,,,,
AMH^E,American Homes 4 Rent,n/a,n/a,n/a,n/a,,,,,
AMH^F,American Homes 4 Rent,n/a,n/a,n/a,n/a,,,,,
AMH^G,American Homes 4 Rent,n/a,n/a,n/a,n/a,,,,,
AMH^H,American Homes 4 Rent,n/a,n/a,n/a,n/a,,,,,
AIG,"American International Group, Inc.",$33.12B,n/a,Finance,Property-Casualty Insurers,,,,,
AIG.WS,"American International Group, Inc.",n/a,n/a,n/a,n/a,,,,,
AIG^A,"American International Group, Inc.",n/a,n/a,n/a,n/a,,,,,
AMNB,"American National Bankshares, Inc.",$285.03M,n/a,Finance,Major Banks,,,,,
ANAT,"American National Group, Inc.",$2.28B,n/a,Finance,Life Insurance,,,,,
AOUT,"American Outdoor Brands, Inc.",$194.04M,n/a,Capital Goods,Ordnance And Accessories,,,,,
APEI,"American Public Education, Inc.",$459.68M,2007,Consumer Services,Other Consumer Services,,,,,
ARL,"American Realty Investors, Inc.",$147.17M,n/a,Finance,Real Estate,,,,,
ARA,"American Renal Associates Holdings, Inc",$393.86M,2016,Health Care,Misc Health and Biotechnology Services,,,,,
AREC,American Resources Corporation,$64.08M,n/a,Consumer Services,Other Consumer Services,,,,,
AMRB,American River Bankshares,$65.73M,n/a,Finance,Major Banks,,,,,
AMS,American Shared Hospital Services,$12.5M,n/a,Health Care,Medical Specialities,,,,,
AMSWA,"American Software, Inc.",$533.33M,n/a,Technology,Computer Software: Prepackaged Software,,,,,
AWR,American States Water Company,$2.72B,n/a,Public Utilities,Water Supply,,,,,
AMSC,American Superconductor Corporation,$548.75M,1991,Consumer Durables,Metal Fabrications,,,,,
AMT,American Tower Corporation (REIT),$102.7B,n/a,Consumer Services,Real Estate Investment Trusts,,,,,
AVD,American Vanguard Corporation,$459.16M,n/a,Basic Industries,Agricultural Chemicals,,,,,
AVCT,"American Virtual Cloud Technologies, Inc. ",$97.39M,2017,Technology,EDP Services,,,,,
AVCTW,"American Virtual Cloud Technologies, Inc. ",n/a,2017,Technology,EDP Services,,,,,
AWK,American Water Works,$27.8B,2008,Public Utilities,Water Supply,,,,,
AMWL,American Well Corporation,$6.24B,2020,Miscellaneous,Business Services,,,,,
AMWD,American Woodmark Corporation,$1.49B,1986,Basic Industries,Forest Products,,,,,
CRMT,"America&#39;s Car-Mart, Inc.",$715M,n/a,Consumer Durables,Automotive Aftermarket,,,,,
USAS,Americas Gold and Silver Corporation,$317.35M,2017,Basic Industries,Precious Metals,,,,,
COLD,Americold Realty Trust,$6.99B,2018,Consumer Services,Real Estate Investment Trusts,,,,,
AMP,"AMERIPRISE FINANCIAL SERVICES, LLC",$21.85B,n/a,Finance,Investment Managers,,,,,
ABCB,Ameris Bancorp,$2.36B,1994,Finance,Major Banks,,,,,
AMSF,"AMERISAFE, Inc.",$1.06B,2005,Finance,Property-Casualty Insurers,,,,,
ASRV,AmeriServ Financial Inc.,$55.95M,n/a,Finance,Major Banks,,,,,
ASRVP,AmeriServ Financial Inc.,n/a,n/a,Finance,Major Banks,,,,,
ABC,AmerisourceBergen Corporation (Holding Co),$21.06B,n/a,Health Care,Other Pharmaceuticals,,,,,
ATLO,Ames National Corporation,$196.23M,n/a,Finance,Major Banks,,,,,
AMST,Amesite Inc.,$92.3M,2020,Technology,Computer Software: Prepackaged Software,,,,,
AMGN,Amgen Inc.,$129.26B,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,
FOLD,"Amicus Therapeutics, Inc.",$5.96B,2007,Health Care,Major Pharmaceuticals,,,,,
AMKR,"Amkor Technology, Inc.",$3.57B,1998,Technology,Semiconductors,,,,,
POWW,"AMMO, Inc.",n/a,n/a,n/a,n/a,,,,,
AMN,AMN Healthcare Services Inc,$3.06B,n/a,Technology,Professional Services,,,,,
AMRX,"Amneal Pharmaceuticals, Inc.",$583.13M,2018,Health Care,Major Pharmaceuticals,,,,,
AP,Ampco-Pittsburgh Corporation,$77.82M,n/a,Capital Goods,Fluid Controls,,,,,
AP.WS,Ampco-Pittsburgh Corporation,n/a,n/a,n/a,n/a,,,,,
AMPH,"Amphastar Pharmaceuticals, Inc.",$843.67M,2014,Health Care,Major Pharmaceuticals,,,,,
APH,Amphenol Corporation,$39.13B,n/a,Capital Goods,Electrical Products,,,,,
AMPE,"Ampio Pharmaceuticals, Inc.",$170.25M,n/a,Health Care,Major Pharmaceuticals,,,,,
IBUY,Amplify ETF Trust Amplify Online Retail ETF,n/a,n/a,n/a,n/a,,,,,
AMHC,Amplitude Healthcare Acquisition Corporation,$123.93M,2020,Finance,Business Services,,,,,
AMHCU,Amplitude Healthcare Acquisition Corporation,n/a,2019,Finance,Business Services,,,,,
AMHCW,Amplitude Healthcare Acquisition Corporation,n/a,2020,Finance,Business Services,,,,,
AXR,AMREP Corporation,$43.47M,n/a,Consumer Services,Newspapers/Magazines,,,,,
AMYT,Amryt Pharma plc,$407M,n/a,Health Care,Major Pharmaceuticals,,,,,
HKIB,AMTD International Inc.,$1.63B,2019,Finance,Finance: Consumer Services,,,,,
ASYS,"Amtech Systems, Inc.",$86.77M,n/a,Technology,Industrial Machinery/Components,,,,,
AME,"AMTEK, Inc.",$27.27B,n/a,Capital Goods,Industrial Machinery/Components,,,,,
AMRS,"Amyris, Inc.",$698.5M,2010,Basic Industries,Major Chemicals,,,,,
ADI,"Analog Devices, Inc.",$51.39B,n/a,Technology,Semiconductors,,,,,
PLAN,"Anaplan, Inc.",$9.78B,2018,Technology,Computer Software: Prepackaged Software,,,,,
ANAB,"AnaptysBio, Inc.",$705.3M,2017,Health Care,Major Pharmaceuticals,,,,,
AVXL,Anavex Life Sciences Corp.,$320.82M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,,,,,
ANCN,Anchiano Therapeutics Ltd.,$11.57M,2019,Health Care,Major Pharmaceuticals,,,,,
ANDA,Andina Acquisition Corp. III,$45.1M,2019,Finance,Business Services,,,,,
ANDAR,Andina Acquisition Corp. III,n/a,2019,Finance,Business Services,,,,,
ANDAU,Andina Acquisition Corp. III,n/a,2019,Finance,Business Services,,,,,
ANDAW,Andina Acquisition Corp. III,n/a,2019,Finance,Business Services,,,,,
DYFN,Angel Oak Dynamic Financial Strategies Income Term Trust,n/a,2020,n/a,n/a,,,,,
FINS,Angel Oak Financial Strategies Income Term Trust,$258.44M,2019,n/a,n/a,,,,,
ANGI,ANGI Homeservices Inc.,$6.18B,n/a,Consumer Services,Advertising,,,,,
ANGO,"AngioDynamics, Inc.",$539.69M,2004,Health Care,Medical/Dental Instruments,,,,,
AU,AngloGold Ashanti Limited,$9.01B,n/a,Basic Industries,Precious Metals,,,,,
BUD,Anheuser-Busch Inbev SA,$131.46B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),,,,,
ANIP,"ANI Pharmaceuticals, Inc.",$365.31M,n/a,Health Care,Major Pharmaceuticals,,,,,
ANIK,Anika Therapeutics Inc.,$537.31M,n/a,Health Care,Medical/Dental Instruments,,,,,
ANIX,"Anixa Biosciences, Inc.",$62.8M,n/a,Health Care,Major Pharmaceuticals,,,,,
NLY,Annaly Capital Management Inc,$11.19B,n/a,Consumer Services,Real Estate Investment Trusts,,,,,
NLY^D,Annaly Capital Management Inc,n/a,n/a,n/a,n/a,,,,,
NLY^F,Annaly Capital Management Inc,n/a,n/a,n/a,n/a,,,,,
NLY^G,Annaly Capital Management Inc,n/a,n/a,n/a,n/a,,,,,
NLY^I,Annaly Capital Management Inc,n/a,n/a,n/a,n/a,,,,,
ANNX,"Annexon, Inc.",$923.41M,2020,Health Care,Major Pharmaceuticals,,,,,
ANVS,"Annovis Bio, Inc.",$37.56M,2020,Health Care,Major Pharmaceuticals,,,,,
ANPC,"AnPac Bio-Medical Science Co., Ltd.",$64.3M,2020,Health Care,Medical Specialities,,,,,
ANSS,"ANSYS, Inc.",$29.03B,1996,Technology,Computer Software: Prepackaged Software,,,,,
ATRS,"Antares Pharma, Inc.",$520.02M,n/a,Health Care,Medical/Dental Instruments,,,,,
AEHL,Antelope Enterprise Holdings Limited,$7.38M,n/a,Capital Goods,Building Materials,,,,,
ATEX,Anterix Inc.,$523.61M,2015,Public Utilities,Telecommunications Equipment,,,,,
AM,Antero Midstream Corporation,$3.21B,2017,Public Utilities,Natural Gas Distribution,,,,,
AR,Antero Resources Corporation,$1.05B,2013,Energy,Oil & Gas Production,,,,,
ANTM,"Anthem, Inc.",$77.48B,n/a,Health Care,Medical Specialities,,,,,
ANH,Anworth Mortgage Asset  Corporation,$213.36M,n/a,Consumer Services,Real Estate Investment Trusts,,,,,
ANH^A,Anworth Mortgage Asset  Corporation,n/a,n/a,n/a,n/a,,,,,
ANH^B,Anworth Mortgage Asset  Corporation,n/a,n/a,n/a,n/a,,,,,
ANH^C,Anworth Mortgage Asset  Corporation,n/a,n/a,n/a,n/a,,,,,
AON,Aon plc,$46.84B,n/a,Finance,Specialty Insurers,,,,,
APA,Apache Corporation,$4.87B,n/a,Energy,Oil & Gas Production,,,,,
AIV,Apartment Investment and Management Company,$3.65B,1994,Consumer Services,Real Estate Investment Trusts,,,,,
APLS,"Apellis Pharmaceuticals, Inc.",$3.57B,2017,Health Care,Major Pharmaceuticals,,,,,
APXT,Apex Technology Acquisition Corporation,$682.21M,2019,Finance,Business Services,,,,,
APXTU,Apex Technology Acquisition Corporation,n/a,2019,Finance,Business Services,,,,,
APXTW,Apex Technology Acquisition Corporation,n/a,2019,Finance,Business Services,,,,,
APHA,Aphria Inc.,$2.42B,n/a,Consumer Durables,Specialty Chemicals,,,,,
APG,APi Group Corporation,$2.63B,2020,Basic Industries,Engineering & Construction,,,,,
APOG,"Apogee Enterprises, Inc.",$692.36M,n/a,Capital Goods,Auto Parts:O.E.M.,,,,,
ARI,Apollo Commercial Real Estate Finance,$1.51B,2009,Consumer Services,Real Estate Investment Trusts,,,,,
APEN,"Apollo Endosurgery, Inc.",$124.02M,n/a,Health Care,Medical/Dental Instruments,,,,,
APO,"Apollo Global Management, Inc",$9.98B,2011,Finance,Investment Managers,,,,,
APO^A,"Apollo Global Management, Inc",n/a,n/a,n/a,n/a,,,,,
APO^B,"Apollo Global Management, Inc",n/a,n/a,n/a,n/a,,,,,
AINV,Apollo Investment Corporation,$708.06M,2004,n/a,n/a,,,,,
AMEH,"Apollo Medical Holdings, Inc.",$670.31M,n/a,Consumer Services,Professional Services,,,,,
AFT,Apollo Senior Floating Rate Fund Inc.,$211.17M,2011,n/a,n/a,,,,,
APSG,Apollo Strategic Growth Capital,$1.02B,2020,Finance,Business Services,,,,,
APSG.U,Apollo Strategic Growth Capital,n/a,2020,n/a,n/a,,,,,
APSG.WS,Apollo Strategic Growth Capital,n/a,n/a,n/a,n/a,,,,,
AIF,Apollo Tactical Income Fund Inc.,$196.13M,2013,n/a,n/a,,,,,
APPF,"AppFolio, Inc.",$5.59B,2015,Technology,Computer Software: Prepackaged Software,,,,,
APPN,Appian Corporation,$9.81B,2017,Technology,Computer Software: Prepackaged Software,,,,,
APLE,"Apple Hospitality REIT, Inc.",$2.96B,2015,Consumer Services,Real Estate Investment Trusts,,,,,
AAPL,Apple Inc.,$2064.01B,1980,Technology,Computer Manufacturing,,,,,
APDN,"Applied DNA Sciences, Inc.",$41.07M,n/a,Consumer Services,Other Consumer Services,,,,,
AGTC,Applied Genetic Technologies Corporation,$114.95M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,
AIT,"Applied Industrial Technologies, Inc.",$3.04B,n/a,Consumer Durables,Industrial Specialties,,,,,
AMAT,"Applied Materials, Inc.",$75.33B,1972,Technology,Semiconductors,,,,,
AMTI,Applied Molecular Transport Inc.,$1.08B,2020,Health Care,Major Pharmaceuticals,,,,,
AAOI,"Applied Optoelectronics, Inc.",$190.93M,2013,Technology,Semiconductors,,,,,
APLT,"Applied Therapeutics, Inc.",$520.82M,2019,Health Care,Major Pharmaceuticals,,,,,
AUVI,"Applied UV, Inc.",$40.07M,2020,Consumer Durables,Building Products,,,,,
APRE,"Aprea Therapeutics, Inc.",$534.76M,2019,Health Care,Major Pharmaceuticals,,,,,
ATR,"AptarGroup, Inc.",$8.18B,n/a,Consumer Non-Durables,Plastic Products,,,,,
APVO,Aptevo Therapeutics Inc.,$181.26M,n/a,Health Care,Major Pharmaceuticals,,,,,
APTX,Aptinyx Inc.,$251.13M,2018,Health Care,Major Pharmaceuticals,,,,,
APTV,Aptiv PLC,$32.05B,2011,Capital Goods,Auto Parts:O.E.M.,,,,,
APTV^A,Aptiv PLC,n/a,n/a,n/a,n/a,,,,,
APM,Aptorum Group Limited,$89.79M,2018,Health Care,Major Pharmaceuticals,,,,,
APTO,"Aptose Biosciences, Inc.",$583.52M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,
APYX,Apyx Medical Corporation,$262.2M,n/a,Health Care,Medical/Dental Instruments,,,,,
AQMS,"Aqua Metals, Inc.",$79.53M,2015,Basic Industries,Metal Fabrications,,,,,
AQB,"AquaBounty Technologies, Inc.",$260.77M,n/a,n/a,n/a,,,,,
AQST,"Aquestive Therapeutics, Inc.",$237.36M,2018,Health Care,Major Pharmaceuticals,,,,,
ARMK,Aramark,$8.86B,2013,Consumer Services,Restaurants,,,,,
ARAV,"Aravive, Inc.",$93.47M,2014,Health Care,Major Pharmaceuticals,,,,,
ABR,Arbor Realty Trust,$1.64B,2004,Consumer Services,Real Estate Investment Trusts,,,,,
ABR^A,Arbor Realty Trust,n/a,n/a,n/a,n/a,,,,,
ABR^B,Arbor Realty Trust,n/a,n/a,n/a,n/a,,,,,
ABR^C,Arbor Realty Trust,n/a,n/a,n/a,n/a,,,,,
ABUS,Arbutus Biopharma Corporation,$384.64M,n/a,Health Care,Major Pharmaceuticals,,,,,
ARC,"ARC Document Solutions, Inc.",$63.6M,2004,Consumer Services,Professional Services,,,,,
ABIO,"ARCA biopharma, Inc.",$39.52M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,,,,,
RKDA,"Arcadia Biosciences, Inc.",$36.07M,2015,Consumer Non-Durables,Farming/Seeds/Milling,,,,,
ARCB,ArcBest Corporation,$1.06B,n/a,Transportation,Trucking Freight/Courier Services,,,,,
MT,ArcelorMittal,$19.2B,n/a,Basic Industries,Steel/Iron Ore,,,,,
MTCN,ArcelorMittal,n/a,2020,Basic Industries,Steel/Iron Ore,,,,,
ACGL,Arch Capital Group Ltd.,$13.07B,n/a,Finance,Property-Casualty Insurers,,,,,
ACGLO,Arch Capital Group Ltd.,n/a,n/a,Finance,Property-Casualty Insurers,,,,,
ACGLP,Arch Capital Group Ltd.,n/a,n/a,Finance,Property-Casualty Insurers,,,,,
ARCH,"Arch Resources, Inc.",$506.53M,2016,Energy,Coal Mining,,,,,
ADM,Archer-Daniels-Midland Company,$27.69B,n/a,Consumer Non-Durables,Packaged Foods,,,,,
AROC,"Archrock, Inc.",$1.19B,n/a,Public Utilities,Natural Gas Distribution,,,,,
FUV,"Arcimoto, Inc.",$460.13M,2017,Consumer Non-Durables,Motor Vehicles,,,,,
ACTC,ArcLight Clean Transition Corp.,$340.63M,2020,Finance,Business Services,,,,,
ACTCU,ArcLight Clean Transition Corp.,n/a,2020,Finance,Business Services,,,,,
ACTCW,ArcLight Clean Transition Corp.,n/a,2020,Finance,Business Services,,,,,
ARCE,Arco Platform Limited,$2.52B,2018,Consumer Services,Other Consumer Services,,,,,
ARNC,Arconic Corporation,$3B,2020,n/a,n/a,,,,,
ARCO,Arcos Dorados Holdings Inc.,$1.02B,2011,Consumer Services,Restaurants,,,,,
ACA,"Arcosa, Inc.",$2.5B,2018,Capital Goods,Metal Fabrications,,,,,
ARCT,Arcturus Therapeutics Holdings Inc.,$2.25B,2013,Health Care,Major Pharmaceuticals,,,,,
RCUS,"Arcus Biosciences, Inc.",$1.77B,2018,Health Care,Major Pharmaceuticals,,,,,
ARQT,"Arcutis Biotherapeutics, Inc.",$1.18B,2020,Health Care,Major Pharmaceuticals,,,,,
ARD,Ardagh Group S.A.,$4.2B,2017,Consumer Durables,Containers/Packaging,,,,,
ARDX,"Ardelyx, Inc.",$568.57M,2014,Health Care,Major Pharmaceuticals,,,,,
ASC,Ardmore Shipping Corporation,$110.17M,2013,Transportation,Marine Transportation,,,,,
